"","death","pm10tmean","tmpd","dptp","dow","date"
"449",113,7.2379421222,56.5,54.75,"Thursday",1988-03-24
"450",132,-19.83870968,53,35.5,"Friday",1988-03-25
"451",140,14.194174757,39,18.5,"Saturday",1988-03-26
"452",139,10.185064935,40,28.25,"Sunday",1988-03-27
"453",121,-7.990500101,48.5,42.625,"Monday",1988-03-28
"454",139,-15.76143791,45.5,35.75,"Tuesday",1988-03-29
"455",122,-11.79672131,40.5,27.25,"Wednesday",1988-03-30
"456",113,-1.848684211,42,32,"Thursday",1988-03-31
"457",121,-14.85148515,42,34.25,"Friday",1988-04-01
"458",125,-4.719471947,54,56.625,"Saturday",1988-04-02
"459",120,-19.3015883,53.5,44.125,"Sunday",1988-04-03
"460",130,NA,57.5,51.625,"Monday",1988-04-04
"461",144,-2.552980132,69.5,57.5,"Tuesday",1988-04-05
"462",111,-26.42384106,50,28.75,"Wednesday",1988-04-06
"463",133,-12.45182724,50,25.25,"Thursday",1988-04-07
"464",125,-12.46333333,51.5,28.75,"Friday",1988-04-08
"465",126,11.387696016,52.5,37.75,"Saturday",1988-04-09
"466",121,-9.578595318,43,33.75,"Sunday",1988-04-10
"467",118,-13.60200669,46,22.875,"Monday",1988-04-11
"468",116,-6.615384615,47.5,23.25,"Tuesday",1988-04-12
"469",87,NA,53,38.5,"Wednesday",1988-04-13
"470",122,-19.61538462,43,28.875,"Thursday",1988-04-14
"471",116,-16.05133588,41.5,25.5,"Friday",1988-04-15
"472",123,-1.615384615,47.5,27.5,"Saturday",1988-04-16
"473",118,31.304347826,59,37.875,"Sunday",1988-04-17
"474",109,-3.758389262,42.5,17.875,"Monday",1988-04-18
"475",117,7.1946308725,40.5,14.75,"Tuesday",1988-04-19
"476",110,7.1812080537,45.5,35.25,"Wednesday",1988-04-20
"477",150,-5.052431616,37,28.75,"Thursday",1988-04-21
"478",122,6.1677852349,45.5,30.375,"Friday",1988-04-22
"479",117,-0.771812081,44,34.375,"Saturday",1988-04-23
"480",94,-10.76174497,45,30.125,"Sunday",1988-04-24
"481",116,-0.695652174,54,36.375,"Monday",1988-04-25
"482",121,-25.69899666,48.5,35.875,"Tuesday",1988-04-26
"483",122,-24.2059951,39.5,34.625,"Wednesday",1988-04-27
"484",109,-11.75503356,48.5,28.375,"Thursday",1988-04-28
"485",123,3.2751677852,49,25.375,"Friday",1988-04-29
"486",100,-11.60738255,54,26.5,"Saturday",1988-04-30
"487",110,-11.54362416,53,29.625,"Sunday",1988-05-01
"488",125,5.4362416107,57,27.75,"Monday",1988-05-02
"489",127,4.3580329564,56.5,39.125,"Tuesday",1988-05-03
"490",113,3.5284280936,52.5,31.875,"Wednesday",1988-05-04
"491",115,6.8930960344,54.5,34.875,"Thursday",1988-05-05
"492",115,15.618729097,61.5,38.125,"Friday",1988-05-06
"493",129,38.719063545,62,40.875,"Saturday",1988-05-07
"494",137,320.72483221,67.5,53.25,"Sunday",1988-05-08
"495",134,-12.96471268,56,52.625,"Monday",1988-05-09
"496",124,-8.167785235,57,49.5,"Tuesday",1988-05-10
"497",121,14.788590604,60.5,41.25,"Wednesday",1988-05-11
"498",107,10.859060403,67,52.5,"Thursday",1988-05-12
"499",112,-14.06375839,58,33.625,"Friday",1988-05-13
"500",106,16.070469799,60,39.875,"Saturday",1988-05-14
"501",121,20.857807524,71,54.125,"Sunday",1988-05-15
"502",113,NA,55.5,40.25,"Monday",1988-05-16
"503",93,-14.91891892,52,34.375,"Tuesday",1988-05-17
"504",108,-8.945945946,55,44.875,"Wednesday",1988-05-18
"505",104,-0.855218855,60,36.625,"Thursday",1988-05-19
"506",106,19.212121212,63,51.75,"Friday",1988-05-20
"507",121,8.2297033502,64.5,50.25,"Saturday",1988-05-21
"508",108,NA,66,53.625,"Sunday",1988-05-22
"509",111,-0.624161074,53.5,52.25,"Monday",1988-05-23
"510",109,-17.60402685,53,28,"Tuesday",1988-05-24
"511",104,-18.5033557,48.5,35.5,"Wednesday",1988-05-25
"512",115,8.4563758389,60.5,42.375,"Thursday",1988-05-26
"513",116,23.582460882,69.5,45.375,"Friday",1988-05-27
"514",128,NA,73,49.75,"Saturday",1988-05-28
"515",128,NA,74,51.875,"Sunday",1988-05-29
"516",115,31.66,75.5,52,"Monday",1988-05-30
"517",146,104.75083056,76,52.75,"Tuesday",1988-05-31
"518",114,98.77076412,76.5,54,"Wednesday",1988-06-01
"519",107,5.3833115858,63,47,"Thursday",1988-06-02
"520",101,-15.23920266,58.5,37.5,"Friday",1988-06-03
"521",117,10.733333333,62.5,40.5,"Saturday",1988-06-04
"522",115,24.76,73,49.125,"Sunday",1988-06-05
"523",120,NA,78,48.75,"Monday",1988-06-06
"524",102,95.638795987,79,51.125,"Tuesday",1988-06-07
"525",103,29.827303299,63,46.125,"Wednesday",1988-06-08
"526",103,NA,56,32.375,"Thursday",1988-06-09
"527",127,-13.44816054,56,34.625,"Friday",1988-06-10
"528",123,6.4832214765,67,41.625,"Saturday",1988-06-11
"529",110,6.4343434343,72,48.25,"Sunday",1988-06-12
"530",98,31.451178451,78,48.5,"Monday",1988-06-13
"531",129,48.40882451,82,53.625,"Tuesday",1988-06-14
"532",102,34.351351351,81.5,53.625,"Wednesday",1988-06-15
"533",112,-4.674576271,71,47.125,"Thursday",1988-06-16
"534",95,2.3322033898,68.5,53.25,"Friday",1988-06-17
"535",137,11.308474576,74.5,52.875,"Saturday",1988-06-18
"536",116,NA,82,55.875,"Sunday",1988-06-19
"537",114,45.886253057,88.5,70.25,"Monday",1988-06-20
"538",109,37.18707483,86.5,66.125,"Tuesday",1988-06-21
"539",122,40.18707483,82.5,67.25,"Wednesday",1988-06-22
"540",112,-17.83276451,70,50.75,"Thursday",1988-06-23
"541",108,NA,77.5,63.25,"Friday",1988-06-24
"542",122,NA,84.5,57.5,"Saturday",1988-06-25
"543",118,-20.30809202,63.5,44.875,"Sunday",1988-06-26
"544",105,-22.92439863,64,42.875,"Monday",1988-06-27
"545",89,NA,72.5,58.5,"Tuesday",1988-06-28
"546",115,-26.88659794,63,44.375,"Wednesday",1988-06-29
"547",116,-32.8390411,61.5,46.125,"Thursday",1988-06-30
"548",116,-24.91752577,66,47.375,"Friday",1988-07-01
"549",108,-15.6530784,65,44.375,"Saturday",1988-07-02
"550",108,NA,69.5,47.875,"Sunday",1988-07-03
"551",123,6.9385665529,73,49.875,"Monday",1988-07-04
"552",120,NA,79.5,56.75,"Tuesday",1988-07-05
"553",134,71.924398625,82.5,60.625,"Wednesday",1988-07-06
"554",102,72.113402062,85,58.375,"Thursday",1988-07-07
"555",131,65.299955163,83,59.875,"Friday",1988-07-08
"556",105,41.424137931,82.5,57.25,"Saturday",1988-07-09
"557",109,NA,75.5,64.625,"Sunday",1988-07-10
"558",98,-1.589655172,76.5,57.5,"Monday",1988-07-11
"559",108,-29.57931034,71.5,60.375,"Tuesday",1988-07-12
"560",108,6.4620689655,80,65.875,"Wednesday",1988-07-13
"561",109,18.131636326,87,57.75,"Thursday",1988-07-14
"562",99,34.496527778,86.5,70.5,"Friday",1988-07-15
"563",123,9.5243055556,85,69.625,"Saturday",1988-07-16
"564",109,-21.49825784,78,61,"Sunday",1988-07-17
"565",101,NA,71.5,66.25,"Monday",1988-07-18
"566",119,-8.40625,75,58.375,"Tuesday",1988-07-19
"567",132,-8.824494103,74,63.875,"Wednesday",1988-07-20
"568",115,-11.48251748,71.5,61.125,"Thursday",1988-07-21
"569",99,-28.56491228,71,59.125,"Friday",1988-07-22
"570",106,-15.55789474,72,59.5,"Saturday",1988-07-23
"571",112,10.442105263,75.5,57.375,"Sunday",1988-07-24
"572",115,-4.526315789,75.5,64.75,"Monday",1988-07-25
"573",121,-18.40032274,73.5,55.75,"Tuesday",1988-07-26
"574",110,15.466666667,76,60.375,"Wednesday",1988-07-27
"575",96,24.515789474,84,62.5,"Thursday",1988-07-28
"576",121,29.58245614,83,68.5,"Friday",1988-07-29
"577",110,-3.361403509,82.5,68.875,"Saturday",1988-07-30
"578",89,NA,79,62.75,"Sunday",1988-07-31
"579",123,25.924222128,89,71.125,"Monday",1988-08-01
"580",139,23.453900709,89.5,70.375,"Tuesday",1988-08-02
"581",125,21.492907801,88,67.375,"Wednesday",1988-08-03
"582",146,22.436170213,87,71.5,"Thursday",1988-08-04
"583",152,20.521276596,76.5,60.125,"Friday",1988-08-05
"584",121,NA,76.5,51.75,"Saturday",1988-08-06
"585",130,-0.686950324,78,53.625,"Sunday",1988-08-07
"586",144,23.476868327,84,70.75,"Monday",1988-08-08
"587",108,24.430604982,79,73,"Tuesday",1988-08-09
"588",110,-7.715302491,76.5,72,"Wednesday",1988-08-10
"589",114,NA,82,73.375,"Thursday",1988-08-11
"590",95,22.259786477,83.5,69.625,"Friday",1988-08-12
"591",102,30.683664822,83.5,73.625,"Saturday",1988-08-13
"592",113,NA,83,76.625,"Sunday",1988-08-14
"593",132,-11.64412811,84,70.5,"Monday",1988-08-15
"594",106,25.326241135,86,73.125,"Tuesday",1988-08-16
"595",141,25.488012736,88,66.375,"Wednesday",1988-08-17
"596",168,19.416370107,80.5,68.375,"Thursday",1988-08-18
"597",125,-11.14789587,71.5,62.875,"Friday",1988-08-19
"598",100,-12.21708185,73,62.125,"Saturday",1988-08-20
"599",85,NA,70.5,54.875,"Sunday",1988-08-21
"600",92,-4.322580645,70,59.75,"Monday",1988-08-22
"601",117,3.6043165468,75,55.375,"Tuesday",1988-08-23
"602",124,45.561151079,71,52.375,"Wednesday",1988-08-24
"603",103,10.677413949,69.5,42.625,"Thursday",1988-08-25
"604",112,-2.408602151,66,45.375,"Friday",1988-08-26
"605",98,NA,65,60.125,"Saturday",1988-08-27
"606",79,45.563176895,64,41.875,"Sunday",1988-08-28
"607",114,-14.41877256,60,49,"Monday",1988-08-29
"608",95,-6.519855596,63,49.375,"Tuesday",1988-08-30
"609",112,7.844047619,70.5,49,"Wednesday",1988-08-31
"610",121,4.4347826087,72,52.5,"Thursday",1988-09-01
"611",120,21.338181818,73,57.875,"Friday",1988-09-02
"612",105,-5.690909091,72,53.625,"Saturday",1988-09-03
"613",108,-15.70437956,63,52.375,"Sunday",1988-09-04
"614",106,NA,54,38,"Monday",1988-09-05
"615",119,-10.39338972,55,39.625,"Tuesday",1988-09-06
"616",120,-10.19982226,60.5,37.625,"Wednesday",1988-09-07
"617",117,10.23465704,70,47.125,"Thursday",1988-09-08
"618",112,22.260869565,66,34.75,"Friday",1988-09-09
"619",129,33.232727273,67.5,39.75,"Saturday",1988-09-10
"620",123,NA,71,62.375,"Sunday",1988-09-11
"621",133,-8.564417454,75.5,64.75,"Monday",1988-09-12
"622",102,14.149090909,63,46.875,"Tuesday",1988-09-13
"623",99,14.124087591,66,48.875,"Wednesday",1988-09-14
"624",104,-5.883211679,64.5,50.375,"Thursday",1988-09-15
"625",117,11.203636364,65.5,59.75,"Friday",1988-09-16
"626",103,NA,78,61.75,"Saturday",1988-09-17
"627",121,0.2459932571,76.5,62.375,"Sunday",1988-09-18
"628",103,-17.84306569,67,51.25,"Monday",1988-09-19
"629",128,-9.835766423,60,47.25,"Tuesday",1988-09-20
"630",101,NA,58.5,49.75,"Wednesday",1988-09-21
"631",128,NA,70,66.25,"Thursday",1988-09-22
"632",107,NA,60,42.125,"Friday",1988-09-23
"633",95,6.6872807018,56.5,42.875,"Saturday",1988-09-24
"634",120,NA,61.5,48.25,"Sunday",1988-09-25
"635",107,NA,64.5,45.875,"Monday",1988-09-26
"636",107,NA,71,56.375,"Tuesday",1988-09-27
"637",130,NA,61.5,51.625,"Wednesday",1988-09-28
"638",85,NA,67.5,56.875,"Thursday",1988-09-29
"639",138,10.630392157,68.5,60.75,"Friday",1988-09-30
"640",109,-31.27472527,62,56.875,"Saturday",1988-10-01
"641",108,-21.28676471,56.5,45,"Sunday",1988-10-02
"642",129,NA,53.5,38.125,"Monday",1988-10-03
"643",122,-10.36397059,43,30.25,"Tuesday",1988-10-04
"644",97,-13.33088235,43,32.25,"Wednesday",1988-10-05
"645",117,-5.925002457,43.5,32.75,"Thursday",1988-10-06
"646",124,NA,47.5,33,"Friday",1988-10-07
"647",110,12.503676471,52,41.125,"Saturday",1988-10-08
"648",107,NA,54.5,47.5,"Sunday",1988-10-09
"649",118,-4.361623616,58,34.625,"Monday",1988-10-10
"650",108,4.5904059041,42.5,26.125,"Tuesday",1988-10-11
"651",112,-13.17428631,39,24.375,"Wednesday",1988-10-12
"652",108,NA,39.5,23.875,"Thursday",1988-10-13
"653",106,15.544117647,58,42.25,"Friday",1988-10-14
"654",139,7.4375,66.5,52,"Saturday",1988-10-15
"655",120,-0.540441176,62.5,47.875,"Sunday",1988-10-16
"656",121,NA,53,55.125,"Monday",1988-10-17
"657",121,-17.52963054,49.5,36.375,"Tuesday",1988-10-18
"658",118,-15.38970588,43.5,32.25,"Wednesday",1988-10-19
"659",123,-19.45220588,42,37.875,"Thursday",1988-10-20
"660",101,-12.50367647,46.5,39,"Friday",1988-10-21
"661",94,-11.44117647,42,32.5,"Saturday",1988-10-22
"662",115,-13.50367647,43.5,30.625,"Sunday",1988-10-23
"663",115,-13.99015772,33.5,27.125,"Monday",1988-10-24
"664",138,-9.649446494,35,22.125,"Tuesday",1988-10-25
"665",132,-9.740740741,36.5,26,"Wednesday",1988-10-26
"666",131,NA,45,40.875,"Thursday",1988-10-27
"667",129,-4.888888889,37,21,"Friday",1988-10-28
"668",114,-15.87360595,33.5,12.75,"Saturday",1988-10-29
"669",120,-16.0531406,33,25.875,"Sunday",1988-10-30
"670",116,-7.880597015,39,27.625,"Monday",1988-10-31
"671",139,-8.791044776,40,28,"Tuesday",1988-11-01
"672",125,-15.7752809,43.5,35.75,"Wednesday",1988-11-02
"673",132,-9.759398496,50.5,50.625,"Thursday",1988-11-03
"674",133,-15.72075472,52.5,51.5,"Friday",1988-11-04
"675",125,-26.06699631,41.5,36.125,"Saturday",1988-11-05
"676",105,NA,33.5,30.625,"Sunday",1988-11-06
"677",114,-30.24714829,39,38,"Monday",1988-11-07
"678",108,-2.239543726,42,36.875,"Tuesday",1988-11-08
"679",111,-17.26335878,43.5,46,"Wednesday",1988-11-09
"680",93,-27.19923372,42.5,30.625,"Thursday",1988-11-10
"681",108,-18.15767535,39.5,29.25,"Friday",1988-11-11
"682",120,-27.1,41.5,44,"Saturday",1988-11-12
"683",124,-30.11923077,45,40.875,"Sunday",1988-11-13
"684",118,NA,47.5,34.5,"Monday",1988-11-14
"685",132,NA,56,60.375,"Tuesday",1988-11-15
"686",127,-19.28571429,48,24.25,"Wednesday",1988-11-16
"687",108,-17.3840554,38.5,28.125,"Thursday",1988-11-17
"688",134,-33.5019305,43.5,30.125,"Friday",1988-11-18
"689",117,-28.42248062,44,40.125,"Saturday",1988-11-19
"690",115,-21.41085271,36.5,28.125,"Sunday",1988-11-20
"691",109,-21.52123552,33,23.375,"Monday",1988-11-21
"692",112,-11.61776062,34.5,28.125,"Tuesday",1988-11-22
"693",125,-4.415521563,41.5,35.5,"Wednesday",1988-11-23
"694",122,-20.71317829,46.5,35,"Thursday",1988-11-24
"695",146,-14.6770428,49,44.375,"Friday",1988-11-25
"696",112,-29.57976654,54,51.25,"Saturday",1988-11-26
"697",106,-33.57976654,37,25,"Sunday",1988-11-27
"698",105,-36.57976654,28,21.875,"Monday",1988-11-28
"699",100,-14.73740179,33.5,31.375,"Tuesday",1988-11-29
"700",113,-19.97265625,30.5,23.875,"Wednesday",1988-11-30
"701",109,-14.52734375,23.5,16.375,"Thursday",1988-12-01
"702",128,-12.48627451,34,32.5,"Friday",1988-12-02
"703",116,NA,43,26,"Saturday",1988-12-03
"704",97,-18.43307087,32.5,23.25,"Sunday",1988-12-04
"705",115,-1.005952381,38.5,31.25,"Monday",1988-12-05
"706",109,-1.476377953,42,34.875,"Tuesday",1988-12-06
"707",122,-11.27952756,35,20,"Wednesday",1988-12-07
"708",121,-1.04743083,27,11.25,"Thursday",1988-12-08
"709",98,-3.956692913,21.5,14.25,"Friday",1988-12-09
"710",132,NA,18.5,2.125,"Saturday",1988-12-10
"711",103,-10.38276709,11,6.125,"Sunday",1988-12-11
"712",132,-11.91304348,18.5,19.375,"Monday",1988-12-12
"713",123,7.2055335968,34.5,28.625,"Tuesday",1988-12-13
"714",132,NA,37.5,24.875,"Wednesday",1988-12-14
"715",139,NA,18,-0.75,"Thursday",1988-12-15
"716",118,-5.46031746,10.5,12.125,"Friday",1988-12-16
"717",117,-13.90678161,16,7,"Saturday",1988-12-17
"718",110,-1.390438247,22,21.875,"Sunday",1988-12-18
"719",106,NA,39,32.25,"Monday",1988-12-19
"720",146,NA,44.5,27,"Tuesday",1988-12-20
"721",108,NA,33,22.5,"Wednesday",1988-12-21
"722",136,NA,36,38.75,"Thursday",1988-12-22
"723",129,-15.10365353,41,26.75,"Friday",1988-12-23
"724",108,NA,33.5,26.5,"Saturday",1988-12-24
"725",135,NA,23,16.625,"Sunday",1988-12-25
"726",148,NA,27,29.875,"Monday",1988-12-26
"727",119,-18.74137931,27.5,14.125,"Tuesday",1988-12-27
"728",116,-23.22709163,14.5,6.875,"Wednesday",1988-12-28
"729",112,-9.393977761,13.5,12.625,"Thursday",1988-12-29
"730",132,NA,24.5,21.875,"Friday",1988-12-30
"731",141,20.526104418,26,27,"Saturday",1988-12-31
"732",122,25.357429719,26.5,26.875,"Sunday",1989-01-01
"733",118,-12.724,22,10.875,"Monday",1989-01-02
"734",134,NA,23,15.75,"Tuesday",1989-01-03
"735",123,2.6960848634,19,15.875,"Wednesday",1989-01-04
"736",132,-20.55823293,29.5,31.875,"Thursday",1989-01-05
"737",105,-13.31726908,35,32.375,"Friday",1989-01-06
"738",109,NA,40,39.625,"Saturday",1989-01-07
"739",109,NA,15,1.5,"Sunday",1989-01-08
"740",146,12.06,16.5,14.625,"Monday",1989-01-09
"741",119,-1.61130952,31.5,21.375,"Tuesday",1989-01-10
"742",127,-9.036290323,34.5,37.375,"Wednesday",1989-01-11
"743",127,NA,31.5,15.875,"Thursday",1989-01-12
"744",117,NA,26,17.625,"Friday",1989-01-13
"745",131,-19.48790323,26.5,26.125,"Saturday",1989-01-14
"746",125,NA,29.5,23.875,"Sunday",1989-01-15
"747",114,-11.16099838,31.5,26.625,"Monday",1989-01-16
"748",138,-15.65461847,37,29.125,"Tuesday",1989-01-17
"749",91,NA,37.5,27.875,"Wednesday",1989-01-18
"750",112,NA,38,30.125,"Thursday",1989-01-19
"751",105,NA,28.5,11.625,"Friday",1989-01-20
"752",105,-12.80722892,26.5,19.75,"Saturday",1989-01-21
"753",119,-17.46221846,40,25.75,"Sunday",1989-01-22
"754",144,-23.00401606,41.5,32.625,"Monday",1989-01-23
"755",139,4.9317269076,38,34.125,"Tuesday",1989-01-24
"756",115,-4.261044177,42.5,42.25,"Wednesday",1989-01-25
"757",114,-3.236947791,34,23.625,"Thursday",1989-01-26
"758",120,-15.08835341,37,30.75,"Friday",1989-01-27
"759",110,-11.848098,42,31.875,"Saturday",1989-01-28
"760",97,NA,40,37.75,"Sunday",1989-01-29
"761",122,NA,40.5,35.5,"Monday",1989-01-30
"762",133,NA,52.5,44.125,"Tuesday",1989-01-31
"763",117,-28.044,40.5,21.875,"Wednesday",1989-02-01
"764",120,9.008,25.5,20.375,"Thursday",1989-02-02
"765",127,-19.60212469,14.5,2.5,"Friday",1989-02-03
"766",121,5.12,4.5,2,"Saturday",1989-02-04
"767",116,NA,9,5.25,"Sunday",1989-02-05
"768",130,-7.784860558,2,-0.25,"Monday",1989-02-06
"769",128,16.324,12,9.125,"Tuesday",1989-02-07
"770",132,46.408,11.5,-3.75,"Wednesday",1989-02-08
"771",117,-3.291555344,7,3.5,"Thursday",1989-02-09
"772",121,-3.87250996,15,12.375,"Friday",1989-02-10
"773",136,-6.952191235,24,19.125,"Saturday",1989-02-11
"774",119,-13.94023904,26.5,16.875,"Sunday",1989-02-12
"775",135,NA,32,31.125,"Monday",1989-02-13
"776",136,12.043650794,27.5,20.75,"Tuesday",1989-02-14
"777",130,-9.657854741,27.5,13.125,"Wednesday",1989-02-15
"778",126,-14.66932271,17.5,1.875,"Thursday",1989-02-16
"779",147,-26.576,17.5,14.625,"Friday",1989-02-17
"780",117,-16.6064257,22,20.875,"Saturday",1989-02-18
"781",103,NA,28,19.125,"Sunday",1989-02-19
"782",121,NA,27,25.25,"Monday",1989-02-20
"783",114,4.7263506269,26,17.25,"Tuesday",1989-02-21
"784",113,16.38,17,1.625,"Wednesday",1989-02-22
"785",114,-2.436,13.5,10.25,"Thursday",1989-02-23
"786",120,21.710843373,13,9.125,"Friday",1989-02-24
"787",133,NA,27.5,27.75,"Saturday",1989-02-25
"788",108,NA,28.5,15.875,"Sunday",1989-02-26
"789",134,-6.048872674,18.5,10.75,"Monday",1989-02-27
"790",135,17.72,23,8.5,"Tuesday",1989-02-28
"791",134,NA,17,8.75,"Wednesday",1989-03-01
"792",124,-7.330677291,21.5,20,"Thursday",1989-03-02
"793",125,NA,32,32.125,"Friday",1989-03-03
"794",108,-9.096,34.5,24.375,"Saturday",1989-03-04
"795",113,-24.85384975,21.5,17,"Sunday",1989-03-05
"796",147,-19.072,26,14.625,"Monday",1989-03-06
"797",148,1.928,23,10.75,"Tuesday",1989-03-07
"798",150,28.86,26.5,18.625,"Wednesday",1989-03-08
"799",145,37.819277108,34,26.125,"Thursday",1989-03-09
"800",110,NA,42.5,32.5,"Friday",1989-03-10
"801",148,34.489914382,46,31.5,"Saturday",1989-03-11
"802",128,-8.790322581,35,29.25,"Sunday",1989-03-12
"803",118,4.2048192771,42.5,36.25,"Monday",1989-03-13
"804",128,NA,47,47.5,"Tuesday",1989-03-14
"805",117,NA,33.5,16,"Wednesday",1989-03-15
"806",99,-2.445783133,35.5,27.25,"Thursday",1989-03-16
"807",124,-19.50443034,32,28.875,"Friday",1989-03-17
"808",132,-15.35887097,24.5,17.375,"Saturday",1989-03-18
"809",120,NA,26,26.5,"Sunday",1989-03-19
"810",140,-7.40562249,32.5,22.625,"Monday",1989-03-20
"811",123,-16.4939759,28.5,11.75,"Tuesday",1989-03-21
"812",115,-11.60240964,32,22.75,"Wednesday",1989-03-22
"813",118,19.144960471,41.5,25.25,"Thursday",1989-03-23
"814",127,0.9442231076,48.5,36.25,"Friday",1989-03-24
"815",106,1.9603174603,49,34.875,"Saturday",1989-03-25
"816",104,NA,55.5,54.75,"Sunday",1989-03-26
"817",144,-17.03543307,66.5,58.75,"Monday",1989-03-27
"818",108,-10.97647059,60.5,56.5,"Tuesday",1989-03-28
"819",117,-22.70414367,44,31,"Wednesday",1989-03-29
"820",104,-5.038910506,42,33,"Thursday",1989-03-30
"821",106,-7.031007752,35.5,22.5,"Friday",1989-03-31
"822",116,-16.05405405,36.5,33.875,"Saturday",1989-04-01
"823",115,NA,46.5,44.625,"Sunday",1989-04-02
"824",119,NA,47,47.25,"Monday",1989-04-03
"825",122,-6.670933426,51,34.625,"Tuesday",1989-04-04
"826",110,-6.569230769,41,35.5,"Wednesday",1989-04-05
"827",124,10.369230769,41.5,24.625,"Thursday",1989-04-06
"828",123,2.3409961686,40,27.75,"Friday",1989-04-07
"829",92,-4.65648855,38,15.625,"Saturday",1989-04-08
"830",122,NA,29.5,13.375,"Sunday",1989-04-09
"831",120,-9.237984333,28.5,20.875,"Monday",1989-04-10
"832",102,4.4636015326,37,28.875,"Tuesday",1989-04-11
"833",116,-8.563218391,43,26.875,"Wednesday",1989-04-12
"834",152,9.367816092,41,19.375,"Thursday",1989-04-13
"835",134,-0.812977099,52,33,"Friday",1989-04-14
"836",100,14.15648855,48.5,30.5,"Saturday",1989-04-15
"837",106,7.4159012173,57,49.25,"Sunday",1989-04-16
"838",107,-16.75572519,48.5,31.875,"Monday",1989-04-17
"839",100,9.3574144487,39.5,35.5,"Tuesday",1989-04-18
"840",123,16.391634981,43.5,19.25,"Wednesday",1989-04-19
"841",112,29.460076046,54,38,"Thursday",1989-04-20
"842",99,9.4562737643,53,36.125,"Friday",1989-04-21
"843",99,4.467699281,52,34.25,"Saturday",1989-04-22
"844",115,21.532319392,50.5,31.375,"Sunday",1989-04-23
"845",134,34.494296578,55.5,41.375,"Monday",1989-04-24
"846",110,NA,62.5,52.375,"Tuesday",1989-04-25
"847",104,NA,58,45.25,"Wednesday",1989-04-26
"848",138,29.326996198,54,43,"Thursday",1989-04-27
"849",111,-0.324304638,49.5,42,"Friday",1989-04-28
"850",107,NA,55.5,42,"Saturday",1989-04-29
"851",109,NA,50,35.5,"Sunday",1989-04-30
"852",115,-15.83712121,47.5,33.25,"Monday",1989-05-01
"853",125,-13.77651515,45,37.5,"Tuesday",1989-05-02
"854",111,NA,53.5,32.625,"Wednesday",1989-05-03
"855",114,7.6646341179,55.5,49.75,"Thursday",1989-05-04
"856",118,NA,50.5,19.875,"Friday",1989-05-05
"857",104,-6.715909091,35.5,24.75,"Saturday",1989-05-06
"858",120,NA,43,35.75,"Sunday",1989-05-07
"859",128,NA,50.5,40.75,"Monday",1989-05-08
"860",94,-19.7245283,50.5,25.375,"Tuesday",1989-05-09
"861",112,-13.14421073,49.5,23.5,"Wednesday",1989-05-10
"862",119,NA,48,20.25,"Thursday",1989-05-11
"863",121,NA,51.5,36.75,"Friday",1989-05-12
"864",116,-22.78490566,52,43.25,"Saturday",1989-05-13
"865",113,25.124528302,55.5,41.375,"Sunday",1989-05-14
